"Database","Connectivity From","Connectivity To","Projection Strength","Organism","Notes","Reference","e_uid","database","con_from","con_to","projection_strength","species","notes","reference","link","con_from_abb","con_to_abb","nifid","ref_link"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=107&aff=242"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterolateral area","Paraventricular nucleus of the hypothalamus, descending division, lateral parvicellular part","fibers of passage","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"" class=""external"" target=""_blank"">Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol</a>","107242fibers of passageDong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp NeurolPHALParaventricular nucleus of the hypothalamus, descending division, lateral parvicellular part","BAMS","Bed nuclei of the stria terminalis anterolateral area","Paraventricular nucleus of the hypothalamus, descending division, lateral parvicellular part","fibers of passage","Rat","Technique: PHAL","Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=107&aff=242","BSTal","PVHlp","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=258&aff=614"" class=""external"" target=""_blank"">BAMS</a>","Central nucleus of amygdala lateral part","Lateral cervical nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=9296566"" class=""external"" target=""_blank"">Petrovich G.D., Swanson L.W.: Projections from the lateral part of the central amygdalar nucleus to the postulated fear conditioning circuit. In Brain Res</a>","258614not presentPetrovich G.D., Swanson L.W.: Projections from the lateral part of the central amygdalar nucleus to the postulated fear conditioning circuit. In Brain ResPHALLateral cervical nucleus","BAMS","Central nucleus of amygdala lateral part","Lateral cervical nucleus","not detected","Rat","Technique: PHAL","Petrovich G.D., Swanson L.W.: Projections from the lateral part of the central amygdalar nucleus to the postulated fear conditioning circuit. In Brain Res","http://brancusi.usc.edu/connections/conef-det.php?eff=258&aff=614","CEAl","LCN","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=9296566"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=572&aff=359"" class=""external"" target=""_blank"">BAMS</a>","Nucleus incertus diffuse part","Olfactory tubercle pyramidal layer","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"" class=""external"" target=""_blank"">Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol</a>","572359not presentGoto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp NeurolPHALOlfactory tubercle pyramidal layer","BAMS","Nucleus incertus diffuse part","Olfactory tubercle pyramidal layer","not detected","Rat","Technique: PHAL","Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=572&aff=359","NId","OT2","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=277&aff=347"" class=""external"" target=""_blank"">BAMS</a>","Arcuate nucleus of the hypothalamus","Zona incerta","not detected","Rat","Technique: autoradiography","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=61975"" class=""external"" target=""_blank"">Saper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp Neurol</a>","277347not presentSaper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp NeurolautoradiographyZona incerta","BAMS","Arcuate nucleus of the hypothalamus","Zona incerta","not detected","Rat","Technique: autoradiography","Saper C.B., Swanson L.W., Cowan W.M.: The efferent connections of the ventromedial nucleus of the hypothalamus of the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=277&aff=347","ARH","ZI","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=61975"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=263&aff=735"" class=""external"" target=""_blank"">BAMS</a>","Medial nucleus of the amygdala posterodorsal part","Field CA2 stratum lacunosum-moleculare","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11750934"" class=""external"" target=""_blank"">Petrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res Rev</a>","263735not presentPetrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res RevPHALField CA2 stratum lacunosum-moleculare","BAMS","Medial nucleus of the amygdala posterodorsal part","Field CA2 stratum lacunosum-moleculare","not detected","Rat","Technique: PHAL","Petrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=263&aff=735","MEApd","CA2slm","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11750934"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=234"" class=""external"" target=""_blank"">BAMS</a>","Ventral premammillary nucleus","Supraoptic nucleus, retrochiasmatic part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol</a>","306234not presentCanteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp NeurolPHALSupraoptic nucleus, retrochiasmatic part","BAMS","Ventral premammillary nucleus","Supraoptic nucleus, retrochiasmatic part","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=234","PMv","SOr","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=580&aff=571"" class=""external"" target=""_blank"">BAMS</a>","Interpeduncular nucleus dorsomedial subnucleus","Nucleus incertus compact part","not detected","Rat","Technique: CTB","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"" class=""external"" target=""_blank"">Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol</a>","580571not presentGoto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp NeurolCTBNucleus incertus compact part","BAMS","Interpeduncular nucleus dorsomedial subnucleus","Nucleus incertus compact part","not detected","Rat","Technique: CTB","Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=580&aff=571","IPNd","NIc","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=787&aff=330"" class=""external"" target=""_blank"">BAMS</a>","Basomedial nucleus of the amygdala posterior part","Medial geniculate complex dorsal part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=8906507"" class=""external"" target=""_blank"">Petrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol</a>","787330not presentPetrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp NeurolPHALMedial geniculate complex dorsal part","BAMS","Basomedial nucleus of the amygdala posterior part","Medial geniculate complex dorsal part","not detected","Rat","Technique: PHAL","Petrovich GD, Risold PY, Swanson LW: Organization of projections from the basomedial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=787&aff=330","BMAp","MGd","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=8906507"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=262&aff=391"" class=""external"" target=""_blank"">BAMS</a>","Medial nucleus of the amygdala anteroventral part","Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=8522644"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the medial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol</a>","262391not presentCanteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the medial nucleus of the amygdala: a PHAL study in the rat. In J Comp NeurolPHALLateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region","BAMS","Medial nucleus of the amygdala anteroventral part","Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Organization of projections from the medial nucleus of the amygdala: a PHAL study in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=262&aff=391","MEAav","LSr.vl.v","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=8522644"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=667&aff=572"" class=""external"" target=""_blank"">BAMS</a>","Piriform area molecular layer","Nucleus incertus diffuse part","not detected","Rat","Technique: CTB","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"" class=""external"" target=""_blank"">Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol</a>","667572not presentGoto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp NeurolCTBNucleus incertus diffuse part","BAMS","Piriform area molecular layer","Nucleus incertus diffuse part","not detected","Rat","Technique: CTB","Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=667&aff=572","PIR1","NId","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=785"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Basomedial nucleus of the amygdala","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"" class=""external"" target=""_blank"">Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol</a>","112785very lightDong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp NeurolPHALBasomedial nucleus of the amygdala","BAMS","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Basomedial nucleus of the amygdala","weak","Rat","Technique: PHAL","Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=785","BSTdm","BMA","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=259&aff=239"" class=""external"" target=""_blank"">BAMS</a>","Central nucleus of amygdala capsular part","Paraventricular nucleus of the hypothalamus, descending division","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11750934"" class=""external"" target=""_blank"">Petrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res Rev</a>","259239not presentPetrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res RevPHALParaventricular nucleus of the hypothalamus, descending division","BAMS","Central nucleus of amygdala capsular part","Paraventricular nucleus of the hypothalamus, descending division","not detected","Rat","Technique: PHAL","Petrovich G.D., Canteras N.S., Swanson L.W.: Combinatorial amygdalar inputs to hippocampal domains and hypothalamic behavior systems. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=259&aff=239","CEAc","PVHd","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11750934"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=231"" class=""external"" target=""_blank"">BAMS</a>","Ventral premammillary nucleus","Anteroventral periventricular nucleus","exists","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol</a>","306231existsCanteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp NeurolPHALAnteroventral periventricular nucleus","BAMS","Ventral premammillary nucleus","Anteroventral periventricular nucleus","exists","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Projections of the ventral premammillary nucleus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=306&aff=231","PMv","AVPV","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430329"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=231&aff=282"" class=""external"" target=""_blank"">BAMS</a>","Anteroventral periventricular nucleus","Medial preoptic nucleus lateral part","heavy","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"" class=""external"" target=""_blank"">Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev</a>","231282moderate/strongThompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res RevPHALMedial preoptic nucleus lateral part","BAMS","Anteroventral periventricular nucleus","Medial preoptic nucleus lateral part","heavy","Rat","Technique: PHAL","Thompson R.H., Swanson L.W.: Structural characterization of a hypothalamic visceromotor pattern generator network. In Brain Res Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=231&aff=282","AVPV","MPNl","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"
